"";"artist_id";"first_music";"similar_artists1";"similar_artists2";"similar_artists3";"music_tag1";"music_tag2";"music_tag3";"music_tag4";"music_tag5"
"9082";3174;"Xulep Xulep - Ao Vivo";0;0;0;"calypso";"forro";"brega";"pop brega";"merengue"
"9083";3423;"The Only Young Ones Left";0;0;0;"progressive metal";"progressive death metal";"doom metal";"dark metal";"metal"
"9084";7385;"Verbum Caro Factum Est";0;0;0;"gregorian chant";"medieval";"chant";"classical";"gregorian"
"9085";4018;"Time Left";0;0;0;"progressive metalcore";"metalcore";"progressive deathcore";"deathcore";"djent"
"9086";2173;"Mephistopheles";7981;7958;7954;"drum and bass";"darkstep";"darkside";"dnb";"drum n bass"
"9087";10306;"Jesus Freak - Remastered 2013";12953;0;4361;"christian";"christian rock";"rock";"alternative";"pop"
"9088";11471;"Bring Me Sunshine";0;0;15366;"folk";"female vocalists";"ukulele";"indie";"indie folk"
"9089";9077;"Ventilaor R-80";6516;0;0;"flamenco";"spanish";"fusion";"latin";"world"
"9090";3536;"Behold A Voice As Thunder";0;6675;0;"dark ambient";"ambient";"industrial";"experimental";"electronic"
"9091";4767;"Friends";914;346;354;"pop";"female vocalists";"danish";"alternative";"indie pop"
"9092";9285;"Sharpness";0;0;0;"soul";"dubstep";"electronic";"ambient";"experimental"
"9093";11750;"Local Comic Yesterday Store";0;0;0;"pop";"berlin";"indie";"german";"singer-songwriter"
"9094";103;"On the Nature of Daylight";1727;0;0;"ambient";"contemporary classical";"neoclassical";"classical";"piano"
"9095";11904;"First Trip to the City";14942;3290;11622;"shoegaze";"dream pop";"indie";"british";"indie pop"
"9096";5960;"Chuck Norris";0;0;14442;"deathcore";"cybergrind";"nintendocore";"experimental";"electronic"
"9097";5651;"Springsteen";2456;3596;0;"country";"modern country";"eric church";"traditional country";NA
"9098";10373;"Squatty Roo - Remastered";0;0;0;"lounge";"jazz";"illstreet";"instrumental";"chill906"
"9099";18255;"Train";18235;18230;18250;"chillout";"lounge";"acid jazz";"electronic";"female vocalists"
"9100";11263;"Line Drive";0;0;0;"post-rock";"indie";"experimental";"instrumental";"violin"
"9101";14195;"Її душі зів'ялі квіти";0;0;0;"progressive rock";"depressive rock";"ukrainian";"melancholic rock";"melancholic"
"9102";13610;"TV";11423;6422;5558;"indie pop";"indie";"indie rock";"female vocalists";"poptron"
"9103";17927;"When We Met";0;0;0;"hip-hop";"underground hip-hop";"rap";"hip hop";"boston"
"9104";3778;"If You Want Me To Stay";0;1230;0;"funk";"soul";"rhythm and blues";"rock";"60s"
"9105";13908;"Tchaikovsky: Children's Album, Op. 39, TH 141 - 7. The Sick Doll";0;0;0;"classical";"piano";"finnish";"composer";"rachmaninov"
"9106";7197;"Mistral gagnant";12071;0;0;"chanson francaise";"french";"singer-songwriter";"chanson";"artist pages filter nodes"
"9107";16324;"Glory";0;0;0;"chillout";"downtempo";"lounge";"ambient";"electronic"
"9108";8643;"Your Easy Life";0;0;0;"british";"indie rock";"indie";"britpop";"pop rock"
"9109";6192;"Run With The Boys";0;0;0;"indie rock";"british";"singer-songwriter";"indie";"rock"
"9110";11096;"Muwan";0;11116;7012;"dark ambient";"tribal";"industrial";"ambient";"electronic"
"9111";1403;"Hello (feat. Dragonette)";0;11139;0;"house";"electronic";"dance";"french";"club"
"9112";14975;"Circe";0;0;0;"progressive rock";"italian progressive rock";"art rock";"rock";"italian"
"9113";6083;"THERMOSPHERE - KINGDOM HEARTS III Version-";0;0;16242;"video game music";"soundtrack";"japanese";"einhander";"electronic"
"9114";9074;"Taksidi";0;0;0;"catalan";"traditional";"folklore";NA;NA
"9115";6682;"Indie Girl";4206;0;0;"sounds like wally pleasant";NA;NA;NA;NA
"9116";4193;"Jane";0;0;0;"punk rock";"punk";"pop punk";"rock";"melodic punk"
"9117";9665;"Made From Tiny Boxes";1958;0;15159;"dream pop";"space rock";"indie";"indie rock";"chamber pop"
"9118";16367;"dusty";17045;0;2671;"idm";"electronic";"ambient";"planet mu";"groovesalad"
"9119";11782;"Goodbye Says It All";3590;0;0;"country";"blackhawk";"goodbyr says it all";"new traditionalist country";NA
"9120";119;"Eyelids";0;0;0;"ambient";"glitch";"electro-acoustic";"fajne";"abstract"
"9121";11458;"Nova Chance";14271;0;1649;"brazilian";"power pop";"indie";"indie rock";NA
"9122";16075;"Jump and Shockout (Mixed By The Firm Selectors)";0;0;0;"electro";"mashup";NA;NA;NA
"9123";30;"Military Fashion Show";4317;0;3183;"synthpop";"ebm";"electronic";"futurepop";"industrial"
"9124";4428;"Bottom of a Bottle";0;2843;7947;"alternative rock";"post-grunge";"rock";"alternative";"emo"
"9125";12625;"Breathe Me (feat. Alius)";17913;0;0;"pop";"dance";"male vocalists";"hot";"guys i would fuck"
"9126";1418;"Take Me Somewhere Nice";6759;632;763;"post-rock";"instrumental";"post rock";"indie";"alternative"
"9127";9477;"Lovers Who Uncover - Crystal Castles vs. The Little Ones";0;15548;0;"indie pop";"indie";"indie rock";"alternative";"pop"
"9128";9237;"Una llamada a la acción";0;0;0;"spanish indie pop";"spanish";"indie pop";"indie";"singer-songwriter"
"9129";15331;"La Tierra";0;15337;5247;"thrash metal";"rock";"colombia";"latin";"juanes"
"9130";13434;"Ой, да не вечер";0;0;0;"folk";"russian";"female vocalists";"folk rock";"russian folk"
"9131";924;"Carry On";0;925;0;"power metal";"progressive metal";"melodic metal";"metal";"heavy metal"
"9132";6884;"The King of Wishful Thinking";1003;0;0;"80s";"pop";"new wave";"soft rock";"rock"
"9133";15242;"The Planet (Linus Loves Remix)";0;0;0;"elektronic beats";"electroclash";"electronica";"frauen und technik";"electropop"
"9134";10971;"Fiddle About";0;0;0;"drums";"classic rock";"mod";"rock";"the who"
"9135";9955;"There's A Girl In The Corner";6229;0;0;"shoegaze";"indie rock";"scottish";"post-rock";"indie"
"9136";6702;"My Heart Belongs To Daddy";0;0;0;"feminine cavern of love";"vaginal";"smell of female";"vagina and breasts";"planet kolob"
"9137";14887;"Tell Me (Clean)";0;0;0;"rnb";"pop";"hip-hop";"rap";"house"
"9138";3253;"The Air We Breathe";6913;0;0;"danish";"indie rock";"indie";"rock";"alternative"
"9139";11667;"Autumn Leaves";3004;11655;11675;"jazz";"saxophone";"bebop";"hard bop";"blues"
"9140";16379;"Circle of Fear";0;0;0;"punk rock";"hardcore";"stoner rock";"punk";"rock"
"9141";6363;"Everybody Needs Somebody to Love";18215;8936;15301;"blues";"rhythm and blues";"soul";"rock";"soundtrack"
"9142";7849;"Secretos";0;0;0;"jazz";"female vocalists";"folk";"vocal";"opera"
"9143";17705;"Chapter 2 - The Hitchhiker's Guide to the Galaxy - The Hitchhiker's Guide to the Galaxy, Book 1";0;0;0;"audiobook";"comedy";"sci-fi";"spoken word";"2 of 10 stars"
"9144";15758;"Pedra";0;0;0;"brasil";"folk";"latin";"experimental";"brazil"
"9145";5089;"さくらんぼ";375;379;9105;"j-pop";"japanese";"female vocalists";"jpop";"ai otsuka"
"9146";3843;"Последний раз";8174;0;0;"hip-hop";"rap";"russian";"russian rap";"breakbeat"
"9147";13030;"Na Zawsze Punk";0;13022;0;"punk";"punk rock";"street punk";"polish punk";"polish"
"9148";4283;"Midnight Queen";0;0;4287;"black metal";"thrash metal";"death metal";"blackened thrash metal";"brazilian"
"9149";18366;"Mano a Mano";0;0;0;"tango";"argentina";"harmonica";NA;NA
"9150";6251;"Get Through This";4760;0;0;"alternative rock";"hard rock";"rock";"canadian";"alternative"
"9151";8533;"The Distant Dream of Life";0;0;9530;"funeral doom metal";"doom metal";"funeral doom";"finnish";"metal"
"9152";12966;"Jeg vil ha' dig for mig selv";0;0;15724;"rnb";"danish";"pop";NA;NA
"9153";12833;"Tugo, Nesrećo";12832;0;12836;"ex-yu";"rock";"ex-yu rock";"pop rock";"bosnian"
"9154";2728;"Discokidz";0;0;0;"8-bit";"chiptune";"experimental";"russian";"8bit"
"9155";3048;"Serenity";0;0;5840;"soundtrack";"dark ambient";"ambient";"video game music";"japanese"
"9156";17575;"Big John";0;0;0;"house";"remix";"dirty techno";"all";"lesser known yet streamable artists"
"9157";674;"Electric";669;0;0;"pop";"swedish";"dance";"rnb";"male vocalists"
"9158";11446;"Super Trouper";0;0;1480;NA;NA;NA;NA;NA
"9159";3543;"Stargazer";4171;0;0;"melodic death metal";"japanese";"trance metal";"j-metal";"metal"
"9160";6573;"I Talk To The Wind - From: The Young Person's Guide To King Crimson 1976";0;0;7797;"progressive rock";"psychedelic";"art rock";"experimental";"psychedelic rock"
"9161";18517;"Love Struck";0;4557;0;"pop";"boyband";"rnb";"dance";"boybands"
"9162";7650;"Hand In Hand";0;7354;0;"rock";"punk rock";"german";"alternative";"punk"
"9163";15980;"Apple Pie";0;7780;0;"alternative rock";"post-grunge";"rock";"hard rock";"alternative"
"9164";3085;"Distance";0;0;15981;"alternative rock";"post-grunge";"rock";"hard rock";"alternative"
"9165";6629;"Da Rockwilder";2907;0;3355;"hip-hop";"rap";"east coast rap";"wu-tang";"hip hop"
"9166";16084;"Désolé";0;0;0;"rap";"french";"hip-hop";"french hip hop";"hip hop"
"9167";11528;"Just Love - Arte Vara Remix";0;0;0;"ambient";"psychill";"psybient";"psytrance";"chillout"
"9168";7465;"Deathfection";7474;0;7484;"ambient";"electronic";"techno";"experimental";"idm"
"9169";6076;"Like they Do";0;0;0;"house";"trance";"remix";"electronic";"bunny"
"9170";524;"Get Away With Murder";0;6543;1035;"electronic";"dance";"glam";"electro";"electronica"
"9171";4882;"Can't Be Tamed";0;0;0;"miley cyrus";NA;NA;NA;NA
"9172";669;"Popular";674;0;0;"pop";"swedish";"male vocalists";"dance";"eurovision"
"9173";5165;"When the Children Cry";9822;9334;2859;"hard rock";"hair metal";"80s";"classic rock";"rock"
"9174";304;"Crush";2977;456;297;"pop";"american idol";"male vocalists";"david archuleta";"cute"
"9175";1346;"Rebellion (The Clans Are Marching) - Remastered Version";1353;0;0;"heavy metal";"power metal";"speed metal";"german";"metal"
"9176";10337;"Mexican Dream";10338;10345;0;"soundtrack";"lounge";"jazz";"italian";"secretagent"
"9177";13741;"I AM - From the Ava DuVernay feature film 'Origin'";2564;6861;0;"soul";"pop";"australian";"rnb";"new zealand"
"9178";16415;"Neurotic";15047;0;0;"hardcore";"melodic hardcore";"metalcore";"christian";"shoegaze"
"9179";2246;"La pluie (feat. Stromae)";0;0;0;"rap";"french";"hip-hop";"hip hop";"rap francais"
"9180";1929;"遥か彼方";0;12388;0;"j-rock";"japanese";"rock";"j-pop";"jrock"
"9181";2830;"Human Piles";0;0;10722;"electroclash";"electro punk";"electronic";"female vocalists";"electro"
"9182";5161;"School Days (Part 1)";5155;0;0;"80s";"heavy metal";"b-sides";"adrian smith";"adrian smith is god"
"9183";6249;"Bad Girlfriend";0;15975;1905;"rock";"alternative rock";"post-grunge";"hard rock";"alternative"
"9184";6082;"The Kevin & Bean Show (KROQ) 06-07-10 [FURRY EDIT]";0;0;0;"trance";"house";"electronic";"drum and bass";NA
"9185";1286;"Babykiller";13683;3804;3819;"brutal death metal";"death metal";"slam death metal";"slamming brutal death metal";"grindcore"
"9186";1321;"Puppeteer";1314;0;0;"ebm";"futurepop";"synthpop";"industrial";"electronic"
"9187";13702;"That's The Way It Is";0;0;0;"singer-songwriter";"folk";"canadian";"alternative";"experimental"
"9188";5169;"Cult of Personality (2023 Remaster)";2565;12064;13061;"hard rock";"funk metal";"rock";"funk rock";"alternative"
"9189";12344;"Totality";11116;15621;0;"idm";"ambient";"electronic";"experimental";"post-industrial"
"9190";11112;"Talk";6878;0;0;"rhythmic noise";"industrial";"ebm";"tbm";"powernoise"
"9191";534;"Just a Girl";525;0;172;"rock";"ska";"pop";"alternative";"female vocalists"
"9192";3822;"Jericho Howls";0;7913;4968;"black metal";"german black metal";"german";"black-metal with the fire-speed of a mg42 and the power of heavy ship-artillery";NA
"9193";15148;"Never Give Up On You";0;0;0;"pop";"eurovision";"female vocalists";"x factor";"eurovision 2017"
"9194";18535;"Rites Of Death";0;0;0;"black metal";"unblack metal";"christian black metal";"doom metal";"norwegian"
"9195";9476;"One October Song";0;0;0;"indie";"singer-songwriter";"chuck";"indie rock";"rock"
"9196";11984;"Doggie";0;13429;15581;"comedy";"stand-up comedy";"all";"spotify";"stand-up"
"9197";14370;"Detén La Noche";0;0;0;"all";"rock and roll";"espanol";"baladas";"buenas del ayer"
"9198";8568;"Simon Says";0;0;17238;"60s";"pop";"bubblegum";"oldies";"bubblegum pop"
"9199";7284;"Scratch";0;5663;0;"singer-songwriter";"female vocalists";"pop";"christian";"greys anatomy"
"9200";990;"In-a-gadda-da-vida - Single Version";0;0;0;"psychedelic rock";"classic rock";"psychedelic";"progressive rock";"rock"
"9201";4391;"One Night In Bangkok - Vinylshakerz Screen Cut";0;12987;18608;"house";"dance";"electronic";"techno";"trance"
"9202";14066;"I The Sun";0;0;0;"indie rock";"male vocalists";"home collection";"birp";"post-punk revival"
"9203";2548;"Sticky Dough (feat. Bam Bam)";4350;0;0;"pop";"female vocalists";"dance";"bionic";"fierce"
"9204";9699;"Diamonds and Rust";9708;212;12623;"folk";"singer-songwriter";"female vocalists";"60s";"joan baez"
"9205";11050;"Never Look Back";5079;0;0;"ethereal";"dark cabaret";"female vocalists";"piano";"gothic"
"9206";11400;"Satie - Trois Gymnopedies - Lent et Triste";0;0;0;"classical";"piano";"instrumental";"erik satie";NA
"9207";13654;"By The Moonlight On The Green";12342;772;0;"idm";"ambient";"glitch";"electronic";"electronica"
"9208";7237;"La Sentinelle";0;7217;0;"french";"rock";"rock francais";"french rock";"chanson francaise"
"9209";3569;"Soda Shop";7502;2977;3866;"acoustic";"singer-songwriter";"indie";"male vocalists";"folk"
"9210";1271;"What Could Have Been";4691;18077;9530;"doom metal";"death doom metal";"death metal";"death-doom metal";"metal"
"9211";10312;"Calm";11536;0;5325;"chillout";"lounge";"ambient";"new age";"world"
"9212";14252;"Aşk Nereden Nereye?";0;0;2646;"turkish rock";"turkish";"rock";"alternative rock";"alternative"
"9213";7456;"""Nattoppet""";0;13372;0;"instrumental";"swedish";"experimental";"electronica";"indie"
"9214";16607;"Mind Over Matter (Reprise)";0;0;0;"indie rock";"indie";"rock";"american";"alternative rock"
"9215";9198;"A";0;2089;16166;"k-pop";"korean";"female vocalists";"kpop";"rainbow"
"9216";8575;"You're No Good";0;9300;0;"60s";"rock and roll";"oldies";"merseybeat";"british"
"9217";201;"Вояж";0;0;2704;"ska";"russian";"punk";"russian rock";"rock"
"9218";8825;"Cambalache (with Leopoldo Federico y Su Orquesta)";0;8824;0;"tango";"uruguay";"argentina";"tango argentino";NA
"9219";2242;"See You Again (feat. Charlie Puth)";0;0;0;"hip-hop";"rap";"hip hop";"underground hip-hop";"pittsburgh"
"9220";13639;"Walkin' on the Moon (Radio Edit)";0;0;0;NA;NA;NA;NA;NA
"9221";7957;"Untouched";0;7949;7952;"drum and bass";"darkstep";"drum n bass";"punk";"darkside"
"9222";7690;"America (Terrence Dixon MInimal Detroit Mix) - Mixed";0;0;0;"minimal";"techno";"minimal techno";"electronic";"german"
"9223";15235;"Monday's Arms";0;0;11950;"indie rock";"indie";"british";"britpop";"sheffield"
"9224";18620;"Chance Remark";18621;0;0;"post-punk";"new wave";"indie";"british";"post punk"
"9225";4021;"The Surge";4946;0;0;"mathcore";"metalcore";"grindcore";"math metal";"hardcore"
"9226";12863;"Bullet Time (Spor Remix)";0;0;0;"dnb";NA;NA;NA;NA
"9227";6742;"Duel";17398;2027;1027;"new wave";"synthpop";"80s";"electronic";"german"
"9228";4774;"At Least Give Me My Dreams Back, You Negligent Whore!";5143;8384;6012;"post-hardcore";"screamo";"metalcore";"hardcore";"emocore"
"9229";18105;"I Look Good";18111;1608;8160;"rap";"southern rap";"chopped and screwed";"all";"dirty south"
"9230";11813;"Solo";660;0;8001;"pop";"russian";"eurovision";"female vocalists";NA
"9231";4458;"New York Groove";0;4455;0;"hard rock";"glam rock";"classic rock";"rock";"heavy metal"
"9232";8320;"Beautiful Innocence";0;12284;7116;"melodic death metal";"symphonic death metal";"symphonic metal";"gothic metal";"russian"
"9233";2041;"Brieselang";1314;0;1294;"ebm";"industrial";"dark electro";"electronic";"german"
"9234";16726;"Kiliti";0;0;17914;"pop";"dance";"love songs";"city-pop";"house"
"9235";6975;"Lucifer";0;0;0;"power electronics";"industrial";"noise";"power noise";"death industrial"
"9236";15041;"sodassa";0;0;0;"demoscene";"electronic";"chiptune";"atari";"8-bit"
"9237";2388;"...The Fall Of Hope";0;0;0;"metalcore";"deathcore";"hardcore";"post-hardcore";"portuguese"
"9238";1787;"Rabbit in Your Headlights";2716;1790;238;"trip-hop";"electronic";"downtempo";"alternative";"electronica"
"9239";12017;"1, 2, 3 Turn around";0;0;3575;"pop";"dance";"eletropop";"eletronic";"american"
"9240";3132;"On the Dub-ble";0;5191;17956;"trip-hop";"hip-hop";"electronic";"turntablism";"downtempo"
"9241";4564;"Girls Like (feat. Zara Larsson)";5683;0;0;"grime";"hip-hop";"rap";"british";"hip hop"
"9242";3902;"Beautiful Boyz";0;1167;8054;"experimental";"indie";"female vocalists";"freak folk";"folk"
"9243";16774;"You Are A Pirate";0;0;0;"kids";"pop";"soundtrack";"fun";"death metal"
"9244";4363;"Right Down The Line";18225;18655;0;"classic rock";"singer-songwriter";"soft rock";"rock";"70s"
"9245";16802;"Eu, Takezo, Dostoiévski e Você";0;0;0;"screamo";"emo";"brazilian";"real screamo";"emo violence"
"9246";5565;"after love";0;0;0;"korean";"acid jazz";"electronic";"k-pop";"electronica"
"9247";2575;"Baboon";0;0;0;"math rock";"indie";"indie rock";"post-rock";"math pop"
"9248";18012;"Точка осознания";0;0;0;"hardcore";"beatdown hardcore";"beatdown";"russian hardcore";"russian"
"9249";4142;"Elusif";0;0;0;"gothic rock";"post-punk";"gothic metal";"finnish";"female fronted metal"
"9250";5570;"Serry";0;0;0;"korean";"dance";"k-pop";"pop";"electronic"
"9251";7837;"Me cuesta tanto olvidarte";0;6522;0;"pop";"spanish";"80s";"female vocalists";"spanish pop"
"9252";1214;"Permitting the Noble Dead to Descend to the Underworld";14919;0;0;"death metal";"technical death metal";"brutal death metal";"metal";NA
"9253";6104;"House MD: Main Title Theme";0;0;0;"soundtrack";"instrumental";"classical";"acoustic";"orchestral"
"9254";5110;"Haunting";12811;0;0;"visual kei";"j-rock";"japanese";"metal";"jrock"
"9255";8759;"Zanim zrozumiesz";0;0;1053;"polish";"rock";"soft rock";"female vocalists";"pop"
"9256";17021;"Afrique";0;0;0;"hip-hop";"jazz hop";"funk";"jazz";"hip hop"
"9257";13102;"Eyes Wider Than Before";4446;0;2612;"singer-songwriter";"folk";"acoustic";"british";"alternative"
"9258";6764;"Faraon - 2013 Remaster";12005;7879;0;"ambient";"minimalism";"piano";"contemporary classical";"neoclassical"
"9259";8666;"Forty Six & 2";8669;0;0;"acoustic";"covers";"maynard james keenan";"alternative";"tribute"
"9260";18035;"Stronger Love";18039;0;0;"chillout";"lounge";"relax";"electronic";"downtempo"
"9261";13450;"Down in Mexico";0;0;0;"oldies";"soul";"rock and roll";"60s";"rockabilly"
"9262";6751;"Чака ни поп";0;0;0;"heavy metal";"bulgarian";"folk metal";"metal";"eastern european metal"
"9263";10582;"88";0;5082;1910;"j-rock";"visual kei";"japanese";"oshare kei";"jrock"
"9264";3456;"Steamroller (My Baby Got Run Over By A)";6997;3784;16833;"punk";"punk rock";"oi";"british punk";"british"
"9265";9928;"Czarny blues o czwartej nad ranem - wersja koncertowa";9886;5485;5042;"poezja śpiewana";"polish";"poezja spiewana";"poetry";"blues"
"9266";9924;"Iron cage";0;0;9916;"stoner rock";"stoner";"desert rock";"hard rock";"stoner metal"
"9267";14368;"Fine";1901;0;0;"geek rock";"comedy";"indie";"alternative";"funny"
"9268";3075;"Don't Miss You";7447;0;0;"pop";"female vocalists";"australian";"rock";"singer-songwriter"
"9269";13883;"Right on Through";0;0;0;"stoner rock";"stoner";"hard rock";"fuzz-rock";"fuzzalicious"
"9270";6670;"Peste II";4966;0;0;"martial industrial";"dark ambient";"industrial";"neofolk";"neoclassical"
"9271";760;"VCR Operation";14677;0;13174;"witch house";"electronic";"experimental";"chillwave";"ghost drone"
"9272";3957;"Surrender - Birretta Edit";0;0;0;"dance";"eurodance";"90s";"trance";NA
"9273";1349;"Rain of Fury";0;0;4679;"power metal";"symphonic metal";"symphonic power metal";"epic metal";"metal"
"9274";8904;"Pogo the Clown";8906;0;17401;"experimental";"avant-garde";"alternative metal";"avant-garde metal";"metal"
"9275";6284;"Torquemada";0;7108;7107;"power metal";"heavy metal";"spanish metal";"metal";"spanish"
"9276";8757;"Instant Karma! (We All Shine On) (Ultimate Mix)";733;227;11970;"classic rock";"rock";"avant-garde";"pop";"the beatles"
"9277";11123;"Let's Float a Bit";0;0;0;NA;NA;NA;NA;NA
"9278";14079;"Gopher";13913;10363;0;"exotica";"mambo";"female vocalists";"peru";"world"
"9279";2629;"Alison";2633;0;0;"new wave";"rock";"singer-songwriter";"classic rock";"alternative"
"9280";2123;"Stuck on the Puzzle";207;0;2122;"british";"indie";"indie rock";"singer-songwriter";"soundtrack"
"9281";1594;"Jingle Bell Rock";0;0;0;"christmas";NA;NA;NA;NA
"9282";18272;NA;0;0;0;NA;NA;NA;NA;NA
"9283";10985;"...Baby One More Time";0;0;0;NA;NA;NA;NA;NA
"9284";2335;"Hija mia mi querida";0;0;0;"sephardic";"ladino";"jewish";"french";"folk"
"9285";5620;"La Crisi";5242;0;11492;"italian";"alternative";"77davez-all-tracks";"alternative rock";"electronic"
"9286";17133;"Wassiye";0;0;0;"african";"mali";"world";"world music";"west africa"
"9287";11200;"Lost in Sound";14766;9766;14774;"minimal";"minimal techno";"techno";"electronic";"electronica"
"9288";13866;"The Horror Is Here";4965;0;0;"grindcore";"crust";"black metal";"crustgrind";"blackened crust"
"9289";7448;"we are - video version";7390;3489;293;"rock";"female vocalists";"pop rock";"swedish";"swedish artist"
"9290";15580;"Mia and Sebastian's Theme (From ""La La Land"")";0;0;0;"classical";"piano";"soundtrack";"smooth";NA
"9291";16729;"the creeps (radio edit)";0;0;0;"house";"electronic";"dance";"danish";"female vocalists"
"9292";7344;"You";6940;13210;75;"synthpop";"new wave";"80s";"electronic";"german"
"9293";3398;"When Your Heart Stops Beating";6196;412;501;"pop punk";"punk rock";"punk";"alternative";"rock"
"9294";11767;"Cabide";0;0;0;"samba";"mpb";"brasil";"female vocalists";"brazilian"
"9295";11343;"Yıldızların Altında";0;0;2339;"turkish rock";"turkish";"rock";"kargo";"turkce rock"
"9296";9703;"I Am Not Afraid";0;0;12252;"reggae";"soul";"female vocalists";"jamaica";"roots and culture"
"9297";9485;"The Start of Something";0;6382;7185;"indie";"indie pop";"indie rock";"twee";"alternative"
"9298";3368;"God This Hurts - Vocals Up Mix";7447;15378;0;"female vocalists";"gothic";"goth pop";"british";"rock"
"9299";3945;"Buck Rogers";4742;2614;3255;"rock";"alternative rock";"indie";"indie rock";"alternative"
"9300";7374;"Shiska";14303;0;0;"math rock";"indie rock";"post-rock";"noise rock";"experimental"
"9301";16892;"C'mon";0;0;0;"punk rock";"female vocalists";"punk";"pop punk";"rock"
"9302";844;"Grief";0;0;0;"melodic death metal";"death metal";"finnish";"metal";"finnish metal"
"9303";1699;"Riverside (as made famous by Sidney Samson)";0;0;0;NA;NA;NA;NA;NA
"9304";11313;"シグナス";0;0;11306;"electronic";"angura kei";"japanese";"shironuri kei";"visual kei"
"9305";5703;"Somos";0;0;0;"dark electro";"harsh ebm";"ebm";"industrial";"mexican"
"9306";6060;"Beyond This Moment";0;0;13366;"new age";"ambient";"atmospheric";"ethereal";"deep ambient"
"9307";4032;"Digital Versicolor";0;0;17903;"synthpop";"electronic";"disco";"electropop";"poptron"
"9308";9645;"Ware Fleisch";0;0;0;"gothic rock";"german";"gothic";"gothic metal";"metal"
"9309";5939;"Right Now";6558;0;1689;"punk rock";"pop punk";"rock";"alternative";"punk"
"9310";6265;"Верхом на звезде";6245;1786;3850;"russian rock";"russian";"rock";"alternative";"singer-songwriter"
"9311";16103;"I Wish You Were Here";0;9834;0;"reggae";"roots reggae";"african";"world";"africa"
"9312";9253;"Never Never Comes";1895;1897;995;"new wave";"new romantic";"80s";"synthpop";"british"
"9313";13023;"Mam Dwie Lewe Ręce";0;0;0;"punk rock";"punk";"polish";"polish punk";"rock"
"9314";17109;"Aşiyan";0;0;0;"sufi";"ambient";"chillout";"electronic";"new age"
"9315";14547;"Adelante, Bonaparte (I) - I. Algunos Recuerdos Significativos de B.";0;0;0;"post-hardcore";"indie rock";"alternative";"indie";"spanish"
"9316";8154;"Out of Sight";0;11252;3179;"divo";"pop";"danny";"love";"dance"
"9317";8260;"Agonized, Zombified, Necrotized";0;0;0;"thrash metal";"death metal";"german";"death-thrash metal";NA
"9318";937;"Hunting High and Low";1339;0;928;"power metal";"melodic metal";"metal";"heavy metal";"finnish"
"9319";18660;"Keep On Lovin' You";0;0;0;"country";"00s";"country pop";NA;NA
"9320";10444;"Chinese rocks";12710;0;12219;"punk";"punk rock";"70s";"rock";"proto-punk"
"9321";8979;"Ain't Nobody";1828;8984;0;"funk";"soul";"disco";"rhythm and blues";"70s"
"9322";2226;"Young, Wild & Free (feat. Bruno Mars)";0;2247;10056;"hip-hop";"rap";"gangsta rap";"west coast";"hip hop"
"9323";9264;"Inside - live";0;7797;3269;"rock";"progressive rock";"singer-songwriter";"scottish";"alternative"
"9324";9644;"Dreaming of Angels";0;0;0;"gothic rock";"gothic";"gothic metal";"female vocalists";"darkwave"
"9325";4098;"Cover Girl Monument";0;0;16940;"metalcore";"metal";"alternative metal";"nu metal";"groove metal"
"9326";13003;"First Day of School";0;0;0;"indie";"easy listening";"pop";"indie pop";"modest mouse"
"9327";9549;"Osmosis";0;0;0;"rapcore";"nu metal";"female vocalists";"acoustic";"piano"
"9328";7144;"Take The Skinheads Bowling";7146;8673;12063;"alternative";"indie rock";"indie";"post-punk";"rock"
"9329";17156;"Take Time";0;0;0;"electro";"techno";"daft punk";"ambient";"orbital"
"9330";6994;"Haasten (feat. Bokoesam & Alexanduhr)";0;0;12802;"visual kei";"j-rock";"japanese";"jrock";"under code production"
"9331";6962;"Omega Melancholicum";6967;11098;0;"dark ambient";"drone";"ambient";"drone ambient";"experimental"
"9332";9777;"Princesas";0;9183;0;"spanish";"rock";"pop";"pop-rock";"spanish rock"
"9333";12374;"It Keeps You Movin'";0;0;0;"techno";"minimal";"minimal techno";"electronic";"electro house"
"9334";11197;"Ego";4318;1334;1326;"ebm";"futurepop";"industrial";"synthpop";"dark electro"
"9335";13514;"The Pharmacist";13525;4201;13528;"emo";"indie";"indie rock";"alternative";"rock"
"9336";13110;"Spalovac chlastu";0;0;0;"czech";"pub rock";"punk rock";"rock";"hard rock"
"9337";8580;"Counting";0;13525;0;"post-punk";"indie";"indie rock";"alternative";"rock"
"9338";12740;"Through The Blue - Piano Version";6764;0;0;"ambient";"new age";"ethereal";"atmospheric";"earwaves"
"9339";14143;"""I left it in the garage and started walking.""";0;0;0;"electronic";"indie";"indie pop";"shoegaze";"lo-fi"
"9340";950;"Reflective";2002;12786;0;"guitar virtuoso";"instrumental";"progressive metal";"jazz";"guitar"
"9341";7022;"Ylläs (feat. ibe)";7037;0;0;"glitch";"minimal";"microsound";"experimental";"noise"
"9342";13736;"Built This Way - (Slow Remix)";16565;523;0;"pop";"dj";"female vocalists";"rock";"girls with guitars"
"9343";424;"The Adults Are Talking";0;2134;6726;"indie rock";"indie";"rock";"alternative";"alternative rock"
"9344";3281;"Rock Lobster";1878;985;0;"new wave";"80s";"pop";"alternative";"rock"
"9345";635;"Miedo A Perderte";0;658;659;"pop";"argentina";"casi angeles";"teen pop";"teen angels"
